CompoundGroup,ParentCompound_name,CHEBI_key,INCHI_key,CAS_numer,Biomarker_name,Biomarker_abbreviation,Biomarker_varname,BWB = Blood-whole blood (µg/L),BP = Blood-plasma (µg/L),BS = Blood-serum (µg/L),RBC = Red blood cells (µg/L),VAMS = Volumetric absorptive microsample (µg/L),CBWB = Cord blood-whole blood (µg/L),CBP = Cord blood-plasma (µg/L),CBS = Cord blood-serum (µg/L),AF = Amniotic Fluid (µg/L),PLT = Placenta tissue (ng/g),US = Urine- random spot (µg/L),UD = Urine-24h (µg/L),UM = Urine-first morning urine (µg/L),STL = Stool (ng/g),BM = Breast milk (µg/L),SEM = Semen (µg/L),SA = Saliva (µg/L),SPT = Sputum (µg/L),H = Hair (ng/g),TN = Toe nail (ng/g),FN = Finger nail (ng/g),ADI = Adipose Tissue/Fat (µg/L),EBC = Exhaled breath condensate (µg/L),DW = Dermal wipes (µg/cm2),SW = Surface wipe (µg/cm2)
Per-/poly-fluorinated compounds (PFASs),,,,,Linear + branched Perfluorooctane sulfonic acid,L+B PFOS,lbpfos,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),,,,,Linear + branched Perfluorooctanoic acid,L+B PFOA,lbpfoa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),,,,,Linear + branched Perfluoropentanoic acid,L+B PFPeA,lbpfpea,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),,,,,Linear + branched Perfluorotetradecanoic acid,L+B PFTeDA,lbpfteda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),,,,,Linear + branched Perfluorotridecanoic acid,L+B PFTrDA,lbpftrda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),,,,,Linear + branched Perfluoroundecanoic acid,L+B PFUnDA,lbpfunda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,,SZVGIJOITCPDPM-UHFFFAOYSA-N,763051-92-9,Linear 11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,pfouds,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),"Linear 1H,1H,2H,2H-Perfluorodecanesulfonic acid",,ALVYVCQIFHTIRD-UHFFFAOYSA-N,,"Linear 1H,1H,2H,2H-Perfluorodecanesulfonic acid",8:2 FTS,eightfts,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),"Linear 1H,1H,2H,2H-Perfluorohexanesulfonic acid",,TXGIGTRUEITPSC-UHFFFAOYSA-N,,"Linear 1H,1H,2H,2H-Perfluorohexanesulfonic acid",4:2 FTS,fourfts,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),"Linear 2-(6-Chlorododecafluorohexyloxy)-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt",,OWQCHLFKOGVODW-UHFFFAOYSA-M,,"Linear 2-(6-Chlorododecafluorohexyloxy)-1,1,2,2-tetrafluoroethanesulfonic acid potassium salt",6:2 Cl-PFESA,pfesa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 2-(N-Methylperfluorooctanesulfonamido)acetic acid,CHEBI:83506,QNDHIRFIMVNHBN-UHFFFAOYSA-N,2355-31-9,Linear 2-(N-Methylperfluorooctanesulfonamido)acetic acid,MePFOSAA,mepfosaa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),"Linear 2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoic acid",,CZAQGZRWPZOAEM-UHFFFAOYSA-N,919005-14-4,"Linear 2,2,3-trifluoro-3-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]propanoic acid",ADONA,dona,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),"Linear 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanesulphonic acid",,VIONGDJUYAYOPU-UHFFFAOYSA-N,,"Linear 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctanesulphonic acid",6:2 FTS,sixfts,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 6:2 polyfluoroalkyl phosphoric acid diesters,,ZDYYWMSLMLTXDM-UHFFFAOYSA-N,,Linear 6:2 polyfluoroalkyl phosphoric acid diesters,6:2 diPAP,sixdipap,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 6:2 polyfluoroalkyl phosphoric acid monoesters,,FZTRDYSPWWJCOF-UHFFFAOYSA-N,,Linear 6:2 polyfluoroalkyl phosphoric acid monoesters,6:2 monoPAP,sixmonopap,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 6:2/8:2 Fluorotelomer phosphate diester,,KHLRYLUKBJEYFH-UHFFFAOYSA-N,,Linear 6:2/8:2 Fluorotelomer phosphate diester,6:2/8:2 diPAP,sixeightdipap,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 8:2 polyfluoroalkyl phosphoric acid diesters,,AFWOYEYXUDHGHF-UHFFFAOYSA-N,,Linear 8:2 polyfluoroalkyl phosphoric acid diesters,8:2 diPAP,eightdipap,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 8:2 polyfluoroalkyl phosphoric acid monoesters,,MIABSAQIFYEDJP-UHFFFAOYSA-N,,Linear 8:2 polyfluoroalkyl phosphoric acid monoesters,8:2 monoPAP,eightmonopap,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear 9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,,GGOUUEMCWBTDMT-UHFFFAOYSA-N,756426-58-1,Linear 9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,pfons,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Fluorotelomer sulfonic acid 10:2,,AJMAYLFJZQYRHN-UHFFFAOYSA-N,120226-60-0,Linear Fluorotelomer sulfonic acid 10:2,10:2 FTS,tenfts,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Hexafluoropropylene Oxide Dimer Acid,CHEBI:143205,,13252-13-6,Linear Hexafluoropropylene Oxide Dimer Acid,HFPO-DA,hfpoda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear N-(Methyl)nonafluorobutanesulfonamide,,GFZPUWKGPNHWHD-UHFFFAOYSA-N,,Linear N-(Methyl)nonafluorobutanesulfonamide,MePFBSA,mepfbsa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear N-ethyl-perfluorooctane sulfonamidoacetate,,CKRXVVGETMYFIO-UHFFFAOYSA-N,,Linear N-ethyl-perfluorooctane sulfonamidoacetate,EtPFOSAA,etfosaa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear N-Ethyl-perfluorooctane sulphonamidoethanol,,HUFHNYZNTFSKCT-UHFFFAOYSA-N,,Linear N-Ethyl-perfluorooctane sulphonamidoethanol,EtPFOSE,etfose,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear N-Ethylperfluoro-1-octanesulphonamide,,CCEKAJIANROZEO-UHFFFAOYSA-N,,Linear N-Ethylperfluoro-1-octanesulphonamide,EtPFOSA,netfosa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear N-Methylperfluoro-1 octanesulphonamide,,SRMWNTGHXHOWBT-UHFFFAOYSA-N,,Linear N-Methylperfluoro-1 octanesulphonamide,MePFOSA,nmefosa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorbutanesulfonylamide(N-methyl)acetate,,SKGBGOQHXBAKKO-UHFFFAOYSA-N,159381-10-9,Linear Perfluorbutanesulfonylamide(N-methyl)acetate,MePFBSAA,mepfbsaa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoro-1-octaperfluoro-1-octanesulphonamide,,RRRXPPIDPYTNJG-UHFFFAOYSA-N,,Linear Perfluoro-1-octaperfluoro-1-octanesulphonamide,PFOSA,fosa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),"Linear Perfluoro-3,6-dioxaheptanoic acid",,PPWRLPJIHGWGFH-UHFFFAOYSA-N,,"Linear Perfluoro-3,6-dioxaheptanoic acid",NFDHA,nfdha,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoro-4-ethylcyclohexane sulfonic acid,,ICKAEAFPESRWOT-UHFFFAOYSA-N,,Linear Perfluoro-4-ethylcyclohexane sulfonic acid,PFECHS,pfechs,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoro-4-methoxypropanoic acid,,AGIMOOYNBDLMJV-UHFFFAOYSA-N,,Linear Perfluoro-4-methoxypropanoic acid,PFMPA,pfmpa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoro-5-methoxybutanoic acid,,CZTBTZZANBJSLY-UHFFFAOYSA-N,,Linear Perfluoro-5-methoxybutanoic acid,PFMBA,pfmba,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoro-n-propanesulfonic acid,,XBWQFDNGNOOMDZ-UHFFFAOYSA-N,,Linear Perfluoro-n-propanesulfonic acid,PFPrS,pfprs,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoro-n-propanoic acid,,CVNLJCBQMJOXDW-UHFFFAOYSA-N,,Linear Perfluoro-n-propanoic acid,PFPrA,pfpra,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorobutane sulfonic acid,CHEBI:132446,,375-73-5,Linear Perfluorobutane sulfonic acid,PFBS,pfbs,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorobutanoic acid,CHEBI:39426,,375-22-4,Linear Perfluorobutanoic acid,PFBA,pfba,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorobutylsulphonamide,,FUVKFLJWBHVMHX-UHFFFAOYSA-N,,Linear Perfluorobutylsulphonamide,PFBSA,pfbsa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorodecane sulfonic acid,,HYWZIAVPBSTISZ-UHFFFAOYSA-N,,Linear Perfluorodecane sulfonic acid,PFDS,pfds,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorodecanoic acid,CHEBI:35546,,335-76-2,Linear Perfluorodecanoic acid,PFDA,pfda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorodecylphosphonic acid,,CTGNCBOZEMOASL-UHFFFAOYSA-N,,Linear Perfluorodecylphosphonic acid,PFDPA,pfdpa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorododecane sulfonic acid,,CFCRODHVHXGTPC-UHFFFAOYSA-N,,Linear Perfluorododecane sulfonic acid,PFDoDS,pfdods,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorododecanoic acid,CHEBI:90633,,307-55-1,Linear Perfluorododecanoic acid,PFDoDA,pfdoda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoroheptane sulfonic acid,,OYGQVDSRYXATEL-UHFFFAOYSA-N,,Linear Perfluoroheptane sulfonic acid,PFHpS,pfhps,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoroheptanoic acid,CHEBI:35547,,375-85-9,Linear Perfluoroheptanoic acid,PFHpA,pfhpa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorohexadecanoic acid,,OJMBMWRMTMHMSZ-UHFFFAOYSA-N,,Linear Perfluorohexadecanoic acid,PFHxDA,pfhxda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorohexane sulfonic acid,CHEBI:132448,,355-46-4,Linear Perfluorohexane sulfonic acid,L-PFHxS,pfhxs,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorohexanesulfonamide,,WDZLGCSJJWEQJO-UHFFFAOYSA-N,,Linear Perfluorohexanesulfonamide,PFHxSA,pfhxsa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorohexanoic acid,CHEBI:83492,,307-24-4,Linear Perfluorohexanoic acid,PFHxA,pfhxa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorohexylphosphonic acid,,AGCUFKNHQDVTAD-UHFFFAOYSA-N,,Linear Perfluorohexylphosphonic acid,PFHxPA,pfhxpa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorononanesulfonic acid,,MNEXVZFQQPKDHC-UHFFFAOYSA-N,,Linear Perfluorononanesulfonic acid,PFNS,pfns,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorononanoic acid,CHEBI:38397,,375-95-1,Linear Perfluorononanoic acid,PFNA,pfna,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorooctadecanoic acid,,ZTSDOGSKTICNPQ-UHFFFAOYSA-N,,Linear Perfluorooctadecanoic acid,PFODA,pfoda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorooctane sulfonic acid,CHEBI:39421,,1763-23-1,Linear Perfluorooctane sulfonic acid,L-PFOS,pfos,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorooctanesulfonamido acetic acid,,AYLOUUCBACYHAB-UHFFFAOYSA-N,,Linear Perfluorooctanesulfonamido acetic acid,PFOSAA,pfosaa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorooctanoic acid,CHEBI:35549,,335-67-1,Linear Perfluorooctanoic acid,L-PFOA,pfoa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorooctylphosphonic acid,,PCEKSCOIHGIBSA-UHFFFAOYSA-M,,Linear Perfluorooctylphosphonic acid,PFOPA,pfopa,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoropentadecanoic acid,,BJNCSIWIMCWIMS-UHFFFAOYSA-M,,Linear Perfluoropentadecanoic acid,PFPeDA,pfpeda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoropentane sulfonate,,ACEKLXZRZOWKRY-UHFFFAOYSA-N,,Linear Perfluoropentane sulfonate,PFPeS,pfpes,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoropentanoic acid,CHEBI:83491,,2706-90-3,Linear Perfluoropentanoic acid,PFPeA,pfpea,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorotetradecanoic acid,,RUDINRUXCKIXAJ-UHFFFAOYSA-N,,Linear Perfluorotetradecanoic acid,PFTeDA,pfteda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorotridecanesulfonic acid,,JMIXTHMPTMXARZ-UHFFFAOYSA-N,,Linear Perfluorotridecanesulfonic acid,PFTrDS,pftrds,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluorotridecanoic acid,,LVDGGZAZAYHXEY-UHFFFAOYSA-N,,Linear Perfluorotridecanoic acid,PFTrDA,pftrda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoroundecanesulfonic acid,,UKHUPOMCGUFNAP-UHFFFAOYSA-N,,Linear Perfluoroundecanesulfonic acid,PFUnDS,pfunds,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Perfluoroundecanoic acid,CHEBI:83493,,2058-94-8,Linear Perfluoroundecanoic acid,PFUnDA,pfunda,,,,,,,,,,,,,,,,,,,,,,,,,
Per-/poly-fluorinated compounds (PFASs),Linear Trifluoroacetic acid,CHEBI:45892,,,Linear Trifluoroacetic acid,TFA,tfa,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:30145,,7439-93-2,Lithium,Li,li,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:25107,,7439-95-4,Magnesium,Mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:18291,,7439-96-5,Manganese,Mn,mn,,,,,,,,,,,,,,,,,,,,,,,,,
Volatile Organic Compounds (VOCs),,"CHEBI:28939, CHEBI:22198",,,Mercapturic acid,,ma,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,Mercury,CHEBI:25195,,7439-97-6,Mercury,Hg,hg,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Meta-Chloroaniline,,PNPCRKVUWYDDST-UHFFFAOYSA-N,,Meta-Chloroaniline,meta-Cha,mcha,,,,,,,,,,,,,,,,,,,,,,,,,
Anilines and MOCA,Meta-Fluoroaniline,CHEBI:27873,,372-19-0,Meta-Fluoroaniline,meta-FA,mfa,,,,,,,,,,,,,,,,,,,,,,,,,
Glycol ethers,2-methoxypropanol,,,,Methoxyproprionic acid,MPA,mpa,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,Methyl mercury,CHEBI:30785,,16056-34-1,Methyl mercury,MeHg,mhg,,,,,,,,,,,,,,,,,,,,,,,,,
Parabens,Methyl 4-hydroxybenzoate,CHEBI:31835,,99-76-3,Methylparaben,,metpar,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:28685,,7439-98-7,Molybdenum,Mo,mo,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-propylheptyl) phthalate,,,,Mono-(2-propyl-6-carboxyhexyl) phthalate,cx-MPHP,cxmphp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-pentyl phthalate,,,,Mono-(4-hydroxypentyl) phthalate,MHPP,mhpp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-hexyl phthalate,,QRHRDZGROXTDDX-UHFFFAOYSA-M,,Mono-(5-carboxy-n-pentyl) phthalate,MCPeP,mcpep,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-hexyl phthalate,,,,Mono-(5-hydroxyhexyl) phthalate,MHHxP,mhhxp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-heptyl phthalate,,,,Mono-(7-carboxy-n-hexyl) phthalate,MCHxP,mchxp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Butyl benzyl phthalate,CHEBI:132612,,2528-16-7,Mono-benzyl phthalate,MBzP,mbzp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Dicyclohexyl phthalate,CHEBI:132609,,7517-36-4,Mono-cyclo-hexyl phthalate,MCHP,mchp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Diethyl phthalate,,YWWHKOHZGJFMIE-UHFFFAOYSA-N,,Mono-ethyl phthalate,MEP,mep,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-heptyl phthalate,,XNUWLZUVKWYOGR-UHFFFAOYSA-N,,Mono-hydroxyheptyl phthalate,MHHpP,mhhpp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-isopropyl phthalate,,,,Mono-iso-propyl phthalate,MiPrP,miprp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-isobutyl phthalate,CHEBI:90038,,30833-53-5,Mono-isobutyl phthalate,MiBP,mibp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-isopentyl phthalate,,BTUUJXBKBIRHPP-UHFFFAOYSA-N,,Mono-isopentyl phthalate,MiPeP,mipep,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-isononyl phthalate,,,,Mono-methyl-octyl phthalate,MiNP,minp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Dimethyl phthalate,CHEBI:89749,,4376-18-5,Mono-methyl phthalate,MMP,mmp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-butyl phthalate,CHEBI:88522,,131-70-4,Mono-n-butyl phthalate,MnBP,mnbp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-heptyl phthalate,,NTIWNFLUZQSLDR-UHFFFAOYSA-N,,Mono-n-heptyl phthalate,MnHpP,mnhpp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-hexyl phthalate,CHEBI:132604,,24539-57-9,Mono-n-hexyl phthalate,MnHxP,mnhxp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-octyl phthalate,CHEBI:132583,,5393-19-1,Mono-n-octyl phthalate,MnOP,mop,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-pentyl phthalate,CHEBI:132578,,24539-56-8,Mono-n-pentyl phthalate,MnPeP,mnpep,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-isodecyl phthalate (all C10 phthalates including DPHP),,ZICLWBMRDQUIDO-UHFFFAOYSA-N,,Mono-propyl-heptyl phthalate,MiDP,midp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-n-propyl phthalate,,NFOQRIXSEYVCJP-UHFFFAOYSA-N,,Mono-propyl phthalate,MnPrP,mprp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-ethylhexyl) phthalate,CHEBI:132874,,82975-93-7,Mono(2-carboxymethylhexyl) phthalate,MCMHP,mcmhp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-ethylhexyl) phthalate,CHEBI:132611,,40809-41-4,Mono(2-ethyl-5-carboxy-pentyl) phthalate,5cx-MEPP,cxmepp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-ethylhexyl) phthalate,,RYPQSGURZSTFSX-UHFFFAOYSA-N,,Mono(2-ethyl-5-hydroxy-hexyl) phthalate,5OH-MEHP,ohmehp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-2-ethylhexyl adipate,,GUWFIYHOYMKEJE-UHFFFAOYSA-N,,Mono(2-ethyl-5-hydroxyhexyl) adipate,OH-MEHA,ohmeha,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-ethylhexyl) phthalate,CHEBI:132606,,40321-98-0,Mono(2-ethyl-5-oxo-hexyl) phthalate,5oxo-MEHP,oxomehp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-2-ethylhexyl adipate,,XLMWFRRVVDGMRV-UHFFFAOYSA-N,,Mono(2-ethyl-5-oxohexyl) adipate,oxo-MEHA,oxomeha,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-2-ethylhexyl adipate,,MBGYSHXGENGTBP-UHFFFAOYSA-N,,Mono(2-ethylhexyl) adipate,MEHA,meha,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-ethylhexyl) phthalate,CHEBI:17243,,4376-20-9,Mono(2-ethylhexyl) phthalate,MEHP,mehp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-propylheptyl) phthalate,,DPQMLPCFIOCYFY-UHFFFAOYSA-N,,Mono(2-propyl-6-carboxyhexyl) phthalate,Cx-MPHxP,cxmphxp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-propylheptyl) phthalate,,,,Mono(2-propyl-6-hydroxyheptyl) phthalate,OH-MPrHpP,ohmprhpp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-propylheptyl) phthalate,,,,Mono(2-propyl-6-oxoheptyl) phthalate,oxo-MPrHpP,oxomprhpp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di(2-propylheptyl) phthalate,,,,Mono(2-propylheptyl) phthalate,MPHP,mphp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates,Di-isodecyl phthalate (all C10 phthalates including DPHP),,,,"Mono(2,7-methyl-7-carboxy-heptyl) phthalate",cx-MiDP,cxmidp,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,,NPAIMXWXWPJRES-UHFFFAOYSA-N,,Monobutyltin,MBT,mbt,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,Arsenic,CHEBI:29852,,124-58-3,Monomethylarsonic,MMA,mma,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,,INTLMJZQCBRQAT-UHFFFAOYSA-K,,Monooctyltin,MOT,mot,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,,,,Monophenyltin,MPhT,mpht,,,,,,,,,,,,,,,,,,,,,,,,,
Musks,,CHEBI:174791,,81-14-1,Musk ketone,MK,mk,,,,,,,,,,,,,,,,,,,,,,,,,
Musks,,CHEBI:77320,,81-15-2,Musk xylene,MX,mx,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile",,HIUOATAFAFIXAL-UHFFFAOYSA-N,,Myclobutanil hydroxide,Myclobutanil-OH,myclobutaniloh,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylamide,N-(2-Carbamoyl-2-hydroxyethyl)valine,,,,N-(2-Carbamoyl-2-hydroxyethyl)valine,GAVal,gaval,,,,,,,,,,,,,,,,,,,,,,,,,
Acrylamide,N-(2-Carbamoylethyl)valine,,BZEVQVJZLREGPF-ZETCQYMHSA-N,,N-(2-Carbamoylethyl)valine,AAVal,aaval,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,N-(cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide,,RLQJEEJISHYWON-UHFFFAOYSA-N,,N-(cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide,Flonicamid,flonicamid,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide,,WCXDHFDTOYPNIE-UHFFFAOYSA-N,,N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide,Acetamiprid,acetamiprid,,,,,,,,,,,,,,,,,,,,,,,,,
